key,城市,景点名称,攻略数量,评论数量,星级,排名,简介,链接,图片
01467a153b688a089a39d55b3a8e8a0b,绍兴,会稽刻石,1,1,60,绍兴景点排名第101,公元前210年，秦始皇第五次巡游江南，东下会稽，祭大禹陵，登天柱峰。 这位封建帝王为了宣扬他统一中国的功业，就命左丞相李斯手书铭文，刻石记功，将此石竖于会稽鹅鼻山山顶(故鹅鼻山又名刻石山)，这就是著名的《会稽刻石》。而天柱峰亦因此而命名…,https://travel.qunar.com/p-oi710940-kuaijikeshi,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
955cedcd53867c5b2577d40065006786,绍兴,东浦街道Dongpu Ancient Town,2,19,78,绍兴景点排名第102,,https://travel.qunar.com/p-oi709918-dongpujiedao,https://img1.qunarzz.com/travel/d5/1611/94/a7e807e2dbea8cb5.jpg_r_480x360x95_d1e49841.jpg
226471fc703638e37bab41b639aa9ff6,绍兴,中国历代名媛馆Museum of Chinese Socialites in Previous Dynasties,1,15,82,诸暨景点排名第6,,https://travel.qunar.com/p-oi711696-zhongguolidaimingyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/81954bcae629e043d853818fafd223eb.jpg_r_480x360x95_ab9f5a7f.jpg
21116187818f278f3b448a1c836d0b02,绍兴,禹庙,1,1,80,绍兴景点排名第103,禹庙在绍兴市东南6公里、禹陵右侧。中祀夏禹。史籍记载，夏启和少康都曾建立禹庙，但已难考。今庙始建于梁大同十一年，历代屡建屡毁。现存大殿建筑系1934年重建，其他部分大都清代重建。保留明代建筑规模和清代建筑风格。中轴线上有午门、祭厅、正…,https://travel.qunar.com/p-oi707288-yumiao,https://img1.qunarzz.com/travel/d8/1806/bc/3bfe270e7c30e4b5.jpg_r_480x360x95_55c80221.jpg
90ee15f4a8a99eca6be2f09e3f04b46e,绍兴,徐锡麟故居Xu Xilin Former Residence,1,8,94,绍兴景点排名第104,,https://travel.qunar.com/p-oi714211-xuxilinguju,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a3544c320dc63c342792a0ed3b9bf9a8.jpg_r_480x360x95_0c934d7a.jpg
bc024636939cf6f2cb0b683fc622888b,绍兴,七盘仙谷Qipanxian Valley,2,56,82,新昌景点排名第4,,https://travel.qunar.com/p-oi714765-qipanxiangu,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/156330493968210011600000102pjb5D45_D_640_10000.jpg_r_480x360x95_42420008.jpg
01631282969e1fe5fa5fbb36e62b6333,绍兴,香炉峰Xianglu Peak,1,28,94,绍兴景点排名第105,,https://travel.qunar.com/p-oi708073-xianglufeng,https://img1.qunarzz.com/piao/fusion/1510/8d/671898f0083115.jpg_r_480x360x95_2a115512.jpg
5a569448be28a276c8a77e9bd6fa182a,绍兴,千佛洞,1,0,0,绍兴景点排名第106,绍兴千佛洞位于新昌大佛寺附近，又名千佛岩、千佛禅院，始建于南朝齐永照年间。洞窟中有石佛一千余尊，浮雕于岩壁龛内，千佛千面，排列端坐，栩栩如生。,https://travel.qunar.com/p-oi711479-qianfodong,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
bb7829bcf9dd9595b9ed43a27b7fe93a,绍兴,南山湖风景名胜区Nanshanhu Places of Interest,5,17,78,嵊州景点排名第107,,https://travel.qunar.com/p-oi705850-nanshanhufengjingming,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a582bc1563b4f4a862ca7e59e73277dd.jpg_r_480x360x95_b2519083.jpg
b82ef1618b47c08ccdacecb531a862e1,绍兴,河清园Heqing Garden,1,17,96,绍兴景点排名第108,,https://travel.qunar.com/p-oi5740887-heqingyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/94bc3eb5539305dc00c32cf72ede45ea.jpg_r_480x360x95_c8be30b9.jpg
1595442ad08ceae6186fc583ac901661,绍兴,小舜江,2,0,0,绍兴景点排名第109,"小舜江，为曹娥江下游最大支流。其流域内有舜王庙，故称小舜江。
小舜江风景区，地跨绍兴、嵊州、上虞3县市。区内除了秀丽的自然景色， 不少景点还与古代圣人虞舜有关，也记录着南宋时代的不少轶事。",https://travel.qunar.com/p-oi713983-xiaoshunjiang,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
85dac244c11a406298e515c43a176a57,绍兴,倒脱靴Daotuoxue Scenic Spot,1,12,94,新昌景点排名第5,,https://travel.qunar.com/p-oi708530-daotuoxue,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a27a4aaca48c8b8049c2d99c9fd1bac6.jpg_r_480x360x95_87217a65.jpg
9c37d305d638de8f08bd908d807ddc4b,绍兴,珍珠市场,1,0,0,绍兴景点排名第111,诸暨是越国古都，西施故里。据记载，早在春秋时期，诸暨就有珍珠养殖。传说绝代佳人西施乃其“母尝浴帛于溪，明珠射体而孕”。如今，诸暨年产珍珠200多吨，诸暨珍珠市场就座落在盛产珍珠的白塔湖畔山下湖镇。,https://travel.qunar.com/p-oi709801-zhenzhushichang,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
8891b9629c9db4cac87b95eb98be6fe4,绍兴,治水广场Zhishui Square,2,8,88,绍兴景点排名第112,,https://travel.qunar.com/p-oi5740883-zhishuiguangchang,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/7e9cff3fff0fa4b996e3c9be85ec07bd.jpg_r_480x360x95_a0400f15.jpg
98cf1ddbf24fbd970e16f4bfb3b47b98,绍兴,古驿道,1,1,100,绍兴景点排名第113,出新昌县城旧东门至天台县界，至今还保留着一条较为完整的古驿道。一路铺就的鹅卵石，光滑平整。目前横贯斑竹的长街，会墅岭的石级台阶，天姥寺至冷水坑的山路，仍留存古驿道的风韵。驿道上所设立小石佛铺、冷水铺、关岭铺，还可看出铺址旧貌。驿道…,https://travel.qunar.com/p-oi706210-guyidao,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
1f4430bf7a047229ed255f553747213e,绍兴,塔山园-应天塔Yingtian Tower,1,24,90,绍兴景点排名第114,,https://travel.qunar.com/p-oi706046-tashanyuan_yingtianta,https://img1.qunarzz.com/piao/fusion/1501/87/593701296cda05.jpg_r_480x360x95_bbe248d6.jpg
908999c480a58e23d6428be05259939a,绍兴,百丈飞瀑Baizhang Waterfall,1,135,80,嵊州景点排名第1,,https://travel.qunar.com/p-oi702685-baizhangfeipu,https://img1.qunarzz.com/p/tts5/1808/c7/ddd02a94ff0f1702.jpg_r_480x360x95_627c62e8.jpg
229d7e7c195e7740191dbce404ac1ea2,绍兴,范文澜故居Fanwenlan Former Residence,1,44,96,绍兴景点排名第28,,https://travel.qunar.com/p-oi7469378-fanwenlanguju,https://img1.qunarzz.com/travel/poi/1408/27/e00ff6b7fad5870effffffffc8d65eac.jpg_r_480x360x95_61d06dc2.jpg
d8f6dce4692c973f30ae80f128d00db4,绍兴,斗岩,1,2,80,绍兴景点排名第54,斗岩风景区，位于诸暨市西南部，距市区和五泄风景区均为15公里，景区面积8平方公里。主峰斗岩，原名陡岩，意示其陡然而立，峥嵘峭拔。后人以其四环峰峦似天上星斗列宿排列，遂更名为斗岩。游览斗岩，趣在攀登。斗岩以其峰奇、岩陡、石怪、洞幽、泉…,https://travel.qunar.com/p-oi705135-douyan,https://img1.qunarzz.com/travel/d2/1608/87/6c1fb3cadc80bfb5.jpg_r_480x360x95_9370949f.jpg
0153e896f49516707201e496c02c1a07,绍兴,覆卮山冰川漂流Fuzhishan Bingchuan Drifting,0,4,88,绍兴景点排名第1,,https://travel.qunar.com/p-oi7647321-fuzhishanbingchuanpiao,https://img1.qunarzz.com/p/tts4/1801/f2/06006247876b5802.jpg_r_480x360x95_0fd2efa1.jpg
a2029e8e5bafd825af3185af5f1c11f7,绍兴,鹿山公园Lu Mountain Park,1,15,90,嵊州景点排名第6,,https://travel.qunar.com/p-oi707987-lushangongyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/be1c500f48b97b68bd1822f2f113b3eb.jpg_r_480x360x95_6834a99d.jpg
30b3478a620ffa40d96c5d73e006e3e2,绍兴,百花苑Baihuayuan,1,10,96,绍兴景点排名第115,,https://travel.qunar.com/p-oi5740885-baihuayuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/868a20a6fd0635e69dd8962d8101e31b.jpg_r_480x360x95_2b8a1410.jpg
e3c0ca0e22da1e4aa630ef0fec34ca5d,绍兴,鲁迅笔下风情园戏台,1,2,70,绍兴景点排名第31,在鲁迅风情园内有一个小小的水榭舞台，每天有专业的戏剧演员上演经典的越剧段子，表演曲目多为传统剧目。,https://travel.qunar.com/p-oi7647340-luxunbixiafengqingyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/1106ae25f10e935c9f6cd248e127e199.jpg_r_480x360x95_0105bd2b.jpg
45e81671657f32be6fd54bb548a6a0f4,绍兴,汤江岩,1,0,0,绍兴景点排名第116,"汤江岩也是浣江国家重点风景名胜区主要景点之一，在诸暨市西南，与斗岩景区相距不足10公里。因景区世居汤姓，浦阳江流经段称汤江，江边山林巾屹立的摩天巨岩，也就称汤江岩。
汤江岩也是浣江国家重点风景名胜区主要景点之一，在诸暨市西南，与斗岩…",https://travel.qunar.com/p-oi703262-tangjiangyan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
3483d0672cbc2665abf4fd2df8349038,绍兴,竺可桢故居Shangyu Zhukezhen Former Residence,0,5,90,绍兴景点排名第2,,https://travel.qunar.com/p-oi704285-zhukezhenguju,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
e0bc0399ebb67a91c1f01b4cccaa1ac1,绍兴,小天竺Little Tianzhu Temple,0,4,74,诸暨景点排名第7,,https://travel.qunar.com/p-oi704357-xiaotianzhu,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a712691f1d4ec7ef6b3ba75b9972b838.jpg_r_480x360x95_49c79d5f.jpg
bf7742a0357e6d16d69a5aca95acaa7e,绍兴,平阳寺Pingyang Temple,2,2,100,绍兴景点排名第117,,https://travel.qunar.com/p-oi704446-pingyangsi,https://img1.qunarzz.com/travel/poi/1803/d8/712bbc3e6c6d2f37.jpg_r_480x360x95_483ee127.jpg
5884d87cfc833975144e1fe865d9c05f,绍兴,曹娥庙Caoe Temple,1,60,86,绍兴景点排名第3,,https://travel.qunar.com/p-oi707152-caoemiao,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/1e0dc07e34e7e3e7761ab099932c1ccd.jpg_r_480x360x95_e58a6d24.jpg
1c9a6a2b96baa6d37b1a167afa088e95,绍兴,南岩山,0,0,0,绍兴景点排名第118,南岩寺为省民族宗教事务委员会批准的正式开放寺，在县城西5公里的西山村，旧志载：“山岩陡险，皆沙石积成，如筑墙壮，以物触之，纷纷而落，时或有崩堕者，世传大禹治水，东注积沙成岩。人掘其地，有螺蚌壳，云岩下乃海门也。”唐李绅《龙宫寺碑》…,https://travel.qunar.com/p-oi710003-nanyanshan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
7219441bbec588a64ccf20cecdcd663a,绍兴,民人广场,1,0,0,绍兴景点排名第119,,https://travel.qunar.com/p-oi5740892-minrenguangchang,https://img1.qunarzz.com/travel/poi/201305/21/0cecabcd052b96a2ddb12cfb.jpg_r_480x360x95_40e921bc.jpg
826946666181ebab99a17bda0a16ded3,绍兴,河桥,2,0,0,绍兴景点排名第120,,https://travel.qunar.com/p-oi5740876-heqiao,https://img1.qunarzz.com/travel/poi/201305/20/22e52170385f00c9ddb12cfb.jpg_r_480x360x95_ecf73dfe.jpg
a9fedb019aa267de4fa67144918fe610,绍兴,姚长子纪念碑,0,0,0,绍兴景点排名第121,绍兴姚长子纪念碑在柯桥镇南侧寺基村，1937年6月为纪念明代抗倭英雄姚长子而建。碑通高约6.5米，由碑身和平台两部份组成，碑底呈正方形。碑身坐北朝南，混凝土结构，上部正面隶书阴刻：“姚先烈绝倭纪念碑”八字。下半部正面嵌一太湖石，上有姚烈士…,https://travel.qunar.com/p-oi715250-yaozhangzijinianbei,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
3659a1a87f2d0970550e8f151aa35e84,绍兴,十里潜溪,2,1,100,绍兴景点排名第122,源出马鞍山，经扬杭，元岙至三溪合流入嵊。元岙至丁村一段风光最佳，溪水潜入磊石之下，在缝隙中奔涌。一滩巨石，两壁悬崖，风水之声，訇然共鸣，沿岩景点罗布，境界奇幻，十里潜溪之名，出处于此。十里潜溪，融峰、谷、洞、瀑于一体，野趣天成。,https://travel.qunar.com/p-oi705835-shiliqianxi,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
9e6daacc391e995d7588030d20945828,绍兴,绍兴黄酒城Shaoxing Rice Wine City,2,52,92,绍兴景点排名第123,,https://travel.qunar.com/p-oi5740877-shaoxinghuangjiucheng,https://img1.qunarzz.com/p/tts7/1804/b6/6006ba46ac8fae02.jpg_r_480x360x95_88f0971e.jpg
a7e1ceeda98184b6c8c59e800aaa945d,成都,春熙路Chunxi Road,0,1762,92,,成都最具代表性的商业街，逛逛商场，吃吃小吃，打望美女。,https://travel.qunar.com/p-oi18700089-chunxilu,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/f3e5b0905b49d3f930235e133002fea2.jpg_r_480x360x95_10d80da1.jpg
513c5f5c0f17ed8ab564d0a62f4087e6,成都,青城山Qingcheng Mountain,39,8293,92,都江堰景点排名第1,“青城天下幽”，这里是道教的发源地，山间有多处道观可探寻。,https://travel.qunar.com/p-oi704547-qingchengshan,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/e8a9fc8d53e56bd441dc94edf08e152c.jpg_r_480x360x95_3d822b16.jpg
a0a83ac3f66382baba0fdba201255d03,成都,宽窄巷子Kuanzhai Alley,739,12764,90,成都景点排名第2,喝茶泡吧、掏掏耳朵，吃吃火锅，感受成都人幸福的悠闲生活。,https://travel.qunar.com/p-oi701768-kuanzhaixiangzi,https://img1.qunarzz.com/travel/d6/1706/f7/866f3a1e54b014b5.jpg_r_480x360x95_f27cba32.jpg
00780a6191416b97913bc7e01b6b145e,成都,九眼桥Jiuyan Bridge,38,388,90,成都景点排名第7,漂亮的廊桥，周边是热闹的酒吧一条街。,https://travel.qunar.com/p-oi7568544-jiuyanqiao,https://img1.qunarzz.com/travel/d4/1605/32/689163bdf993f1f7.jpg_r_480x360x95_dab6a4c5.jpg
235eb440056e7c110541477fbf5744ac,成都,都江堰景区Dujiangyan Irrigation System,56,13979,94,都江堰景点排名第2,中国目前保存最完整的古代水利工程。,https://travel.qunar.com/p-oi704544-dujiangyanjingqu,https://img1.qunarzz.com/travel/d3/1806/47/3d49bc808ef4f8b5.jpg_r_480x360x95_80af9e92.jpg
bb7c4886f72562e1ed5e7d5721139b64,成都,成都市人民公园People's Park,248,954,92,成都景点排名第9,市中心的街心公园，喝茶发呆晒太阳，感受随意轻松的安逸生活。,https://travel.qunar.com/p-oi5475393-chengdushirenmingongyuan,https://img1.qunarzz.com/travel/d3/1606/8d/d457ced6cc6af2f7.jpg_r_480x360x95_6acbba0e.jpg
4c9d4264d602ed3efe7a2d0dad1e6d3e,成都,成都大熊猫繁育研究基地Chengdu Research Base of Giant Panda Breeding,378,14026,92,成都景点排名第1,成都周边观赏大熊猫最便利的地方，很多萌萌的大熊猫等着你哦。,https://travel.qunar.com/p-oi711578-chengdudaxiongmaofanyu,https://img1.qunarzz.com/travel/d6/1610/cc/0c2975ba1cd06db5.jpg_r_480x360x95_dffb92ee.jpg
7e0e3e37215cbeb1ff24e031c22dc93e,成都,文殊院Wenshuyuan,187,1178,94,成都景点排名第10,院内供奉有300多尊佛像，材质不同，形态各异；院内的素斋也很赞。,https://travel.qunar.com/p-oi702435-wenshuyuan,https://img1.qunarzz.com/travel/poi/201404/11/ae2bd3d73434d5b2ddb12cfb.jpg_r_480x360x95_b7ee3b03.jpg
a22ccc251fa1f68c2bbd27fc9ce93518,成都,洛带古镇Luodai Ancient Town,20,649,88,成都景点排名第1,成都近郊的客家古镇，吃伤心凉粉，泡茶馆，感受一下客家风俗。,https://travel.qunar.com/p-oi712260-luodaiguzhen,https://img1.qunarzz.com/travel/d4/1506/a9/6309e824472e1c.jpg_r_480x360x95_d54abf83.jpg
5cdfe8080a9fbbc4b226b3788c6fd93b,成都,奎星楼街Kuixinglou Street,33,99,92,成都景点排名第39,,https://travel.qunar.com/p-oi8676366-kuixingloujie,https://img1.qunarzz.com/travel/d2/1712/6c/a295dd308dc40fb5.jpg_r_480x360x95_e0d82f99.jpg
86dd85846a398e2a2ebbaa39edf5fc39,成都,成都自然博物馆Chengdu Natural History Museum,0,4,94,,,https://travel.qunar.com/p-oi19462137-chengduziranbowuguan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/1f2c2974cd0b49f39a7a36e26a33a31a.jpg_r_480x360x95_b98d64ea.jpg
16d7859efc363107403fc5489eca4fce,成都,武侯祠Wuhou Shrine,393,7974,92,成都景点排名第5,刘备和诸葛亮的合祀的祠宇，中国唯一的君臣合祀祠宇。,https://travel.qunar.com/p-oi713347-wuhouci,https://img1.qunarzz.com/travel/d6/1705/f9/80e63ac63def24b5.jpg_r_480x360x95_548fcaa4.jpg
31c1647b0d75a642012169e35885d8e5,成都,金沙遗址博物馆Jinsha Site Museum,82,2517,94,成都景点排名第16,商周时代遗址，出土的“太阳神鸟”饰品，是中国文化遗产的标志。,https://travel.qunar.com/p-oi720358-jinshayizhibowuguan,https://img1.qunarzz.com/travel/d7/1610/36/ebd6c0b8d18d6eb5.jpg_r_480x360x95_fa72a026.jpg
cdef01c8865a0410f8b0402923248a7b,成都,桤木河湿地公园Qimuhe Wetland Park,0,13,80,崇州景点排名第118,,https://travel.qunar.com/p-oi9475939-qimuheshidigongyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ff291e4969453c25ab8f3c84e43f6238.jpg_r_480x360x95_0a79d034.jpg
56327900ddd3a9539f83167b4ecd7de3,成都,街子古镇Jiezi Ancient Town,3,460,94,崇州景点排名第1,依山傍水的古镇，还有光严禅院内珍藏的佛门珍宝“洪武南藏”。,https://travel.qunar.com/p-oi709770-jieziguzhen,https://img1.qunarzz.com/travel/d7/1607/c5/c7cc21484c943b9a.jpg_r_480x360x95_d6ec8703.jpg
137841a44f1a58c232d7df48372bb7ca,成都,天府熊猫塔Tianfu Panda Tower,4,286,90,成都景点排名第132,,https://travel.qunar.com/p-oi7646971-tianfuxiongmaota,https://img1.qunarzz.com/piao/fusion/2010/e2/fb265cb953ebe902.jpg_r_480x360x95_dcf500dd.jpg
11c73f1f76ff7c853bf6c6c6b2ff6e5c,成都,海窝子古镇Haiwozi Ancient Town,1,25,82,彭州景点排名第9,,https://travel.qunar.com/p-oi10093114-haiwoziguzhen,https://img1.qunarzz.com/piao/fusion/1905/d6/1a5dfef096c72402.jpg_r_480x360x95_759d0125.jpg
7abdc566f56dbb6128c987699c40d7d2,成都,杜甫草堂Chengdu Du Fu Thatched Cottage Museum,278,4897,92,成都景点排名第4,唐代大诗人杜甫当年流离成都时的寓所，收藏有书法“四绝”。,https://travel.qunar.com/p-oi709760-dufucaotang,https://img1.qunarzz.com/travel/d1/1706/8a/fa269b7114634eb5.jpg_r_480x360x95_4030712a.jpg
142e1d49d6a145ac810e7782456a9fde,成都,漫花庄园Manhua Manor,1,159,90,成都景点排名第526,有种类繁多的鲜花，适合摄影爱好者。,https://travel.qunar.com/p-oi10024335-manhuazhuangyuan,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/ef9295fc3f43c8eb4b9cfd787b164f3a.jpg_r_480x360x95_f7c671b5.jpg
4b729f9fa488fb3ae3bd34b492535849,成都,青羊宫Qingyang Palace,101,918,90,成都景点排名第12,成都现存最古老的道观，敬香祈福，感受玄妙的道家气息。,https://travel.qunar.com/p-oi709450-qingyanggong,https://img1.qunarzz.com/travel/d4/1704/19/51fe624bef0541b5.jpg_r_480x360x95_e8f6518d.jpg
17f364f9107f89aa5ef4ad44fa89e253,成都,西岭雪山Xiling Snow Mountain,12,2419,92,大邑景点排名第1,距离成都市区非常近的雪山，景色壮美，还有众多的雪上游乐项目。,https://travel.qunar.com/p-oi711537-xilingxueshan,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/b7bb37c983ee1c690823285ad5702d73.jpg_r_480x360x95_c8658275.jpg
42ad43ea64112e34bca553f5e0a8f1b6,成都,黄龙溪Huang Longxi,49,2493,90,成都景点排名第1,漫步闲逛，感受古镇的悠闲。每年正月的烧火龙活动热闹非凡。,https://travel.qunar.com/p-oi701741-huanglongxi,https://img1.qunarzz.com/travel/d5/1809/4d/f1a66708446b52b5.jpg_r_480x360x95_99b9bfb7.jpg
e005dd3d57e048539a805a6570b4bfdc,成都,四川博物院Sichuan Museum,48,581,92,成都景点排名第19,国内收藏张大千作品最丰富的博物馆，尤其是大师的临摹敦煌壁画。,https://travel.qunar.com/p-oi712528-sichuanbowuyuan,https://img1.qunarzz.com/travel/d6/1707/2d/e4a4b7939c0c80b5.jpg_r_480x360x95_fc4acfed.jpg
deb4989f28b81b9e21a56f1d90d7919a,成都,安仁古镇Anren Ancient Town,4,505,90,大邑景点排名第1,古镇内有建川博物馆和刘氏庄园，还有很多复古老公馆。,https://travel.qunar.com/p-oi7468896-anrenguzhen,https://img1.qunarzz.com/travel/d4/1810/24/db0d38766bcb21b5.jpg_r_480x360x95_a50511bf.jpg
2731d1d4c0c9019527bfedcd429e024c,成都,成都植物园Chengdu Botanical Garden,4,298,90,成都景点排名第226,有许多植物和中外珍稀树种，休闲放松的好去处。,https://travel.qunar.com/p-oi702012-chengduzhiwuyuan,https://img1.qunarzz.com/travel/d2/1603/62/59942fd7cfceb8f7.jpg_r_480x360x95_c6b6a26e.jpg
e87c54ef555c440d6248c776d9842c83,成都,元通古镇Yuantong Ancient Town,2,109,94,崇州景点排名第4,,https://travel.qunar.com/p-oi7476928-yuantongguzhen,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20222/39ac908d22119b606acf67c6908aa7de.jpg_r_480x360x95_0d373837.jpg
7766fc6b11b5cd8ef112bc2c2a5067e0,成都,成都U37创意仓库Chengdu U37 Creative Warehouse,18,116,88,成都景点排名第22,,https://travel.qunar.com/p-oi7484947-chengduu37chuangyicang,https://img1.qunarzz.com/travel/poi/1410/21/ce745e8ab18c5b83ffffffffc8d65eac.jpg_r_480x360x95_03497c76.jpg
2a99120bbbba1347562cf8448113b5e3,成都,仰天窝广场,0,1,80,,,https://travel.qunar.com/p-oi37190054-yangtianwoguangchang,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/ba74adde0112d56f7b926ab73ccaabbc.jpg_r_480x360x95_ebe4b10b.jpg
898c196b6469d6ad035e951f84b158dd,成都,"龙泉仰天窝Yangtianwo Scenic Spot, Longquan Mountain",0,0,80,,,https://travel.qunar.com/p-oi35214020-longquanyangtianwo,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
0c830ae23cbc7705396f7ec6fcabcaaf,成都,建设巷Construction Lane,0,0,98,,,https://travel.qunar.com/p-oi26577435-jianshexiang,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a9a6138447b48e7fa0e1d0bb51f93780.jpg_r_480x360x95_f3fad277.jpg
757d796c6104eddb927a99e0c7c4e241,成都,玉林西路Yulin West Road,0,10,94,,,https://travel.qunar.com/p-oi23344836-yulinxilu,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/f6a52e4b51a3bd4c4f03bfdf8a14e7d1.jpg_r_480x360x95_cfde0d54.jpg
64e1e8a1ddf7a112034c993f702948ac,成都,上书院Bailu Monastery,0,8,90,,,https://travel.qunar.com/p-oi18715305-shangshuyuan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
caba5e931dc1e9e70ed6fe9efe6e0115,成都,赵公山Zhaogong Mountain,1,74,94,都江堰景点排名第21,传说中财神赵公明归隐处，也是户外爱好者的理想登山之地。,https://travel.qunar.com/p-oi9476166-zhaogongshan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/63b296839fb6da1b9db24813eb53784b.jpg_r_480x360x95_b7f72cc8.jpg
74ae7d0bab7d0bf34ae46706a80a8226,成都,川西竹海景区Bamboo Canyon Scenic Area (Jinji Valley),1,214,88,邛崃景点排名第293,景区内竹子遍布，空气清新，是“天然氧吧”。,https://travel.qunar.com/p-oi9476114-chuanxizhuhaijingqu,https://img1.qunarzz.com/piao/fusion/2110/a3/4c74995e9d3eea02.jpg_r_480x360x95_67350fd4.jpg
50c310ddc30a4076489a1bee2ca633de,成都,熊猫谷Panda Valley,3,85,84,都江堰景点排名第7,这里有参加野化训练的熊猫宝宝。,https://travel.qunar.com/p-oi9190653-xiongmaogu,https://img1.qunarzz.com/travel/d6/1701/bc/b04d43deea402db5.jpg_r_480x360x95_93079093.jpg
5c0f8fe6d8417d696004599a56ca87d3,成都,新场古镇Xinchang Ancient Town,3,105,92,大邑景点排名第10,古镇内观赏前清川西民居，在河边的餐馆品尝当地美食，惬意啊。,https://travel.qunar.com/p-oi8684518-xinchangguzhen,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/15c256c5bf306370cb506c0de2400fc8.jpg_r_480x360x95_08e40c89.jpg
faf37926d3ce2932012b6e4bae75af37,成都,镋钯街,6,9,76,成都景点排名第133,看看书籍、喝喝咖啡、品玩陶艺、观摩绘画，无乐不有！,https://travel.qunar.com/p-oi8676048-tangbajie,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/ac80593bb0135d86f93ac1f0f1158706.gif_r_480x360x95_d7425690.gif
b1a97b04440a04b8200d0d912e3b1230,成都,锦里古街Jinli Street Ancient Street,396,14438,90,成都景点排名第3,成都最古老、最热闹繁华的商业街区，能品尝到众多的当地美食。,https://travel.qunar.com/p-oi711873-jinligujie,https://img1.qunarzz.com/travel/d4/1701/1f/bee68613f8ad62b5.jpg_r_480x360x95_6e0b64b8.jpg
464872e612e0f906d5722a8b6adb62e9,成都,浣花溪公园Huanhuaxi Park,45,472,94,成都景点排名第14,成都市区内面积最大的免费公园，距离杜甫草堂不远。,https://travel.qunar.com/p-oi7477008-huanhuaxigongyuan,https://img1.qunarzz.com/travel/d4/1508/e7/a5b3e7c54d0e95.jpg_r_480x360x95_fde72755.jpg
2aa33022d1d658b0e5f81ddc7a9c1fa1,成都,四川大学(望江校区)-博物馆Sichuan University Museum,2,76,90,成都景点排名第66,西南地区历史最为悠久的博物馆，还有机会在馆内欣赏到皮影戏。,https://travel.qunar.com/p-oi704211-sichuandaxuewangjiang,https://img1.qunarzz.com/p/tts7/1801/9f/1c4e2c5019d71b02.jpg_r_480x360x95_9af4d002.jpg
